customerid,Recency,Frequency,Monetary,Cluster
14732.0,8,8,2702.4900000000002,3
14733.0,16,12,9585.91,3
14735.0,4,32,6065.69,3
14737.0,4,3,1164.55,3
14738.0,43,7,1314.45,1
14739.0,4,7,3902.28,3
14740.0,197,3,1448.21,1
14741.0,12,6,1400.34,3
14744.0,16,7,1099.98,1
14745.0,113,5,1220.26,1
14747.0,249,1,328.2,2
14748.0,29,5,1415.75,1
14752.0,44,1,389.64,0
14753.0,87,1,563.15,2
14754.0,45,2,638.05,1
14755.0,10,11,5010.28,3
14756.0,15,1,738.96,0
14757.0,75,1,420.5,2
14758.0,145,4,1484.06,1
14759.0,5,3,1625.97,3
14760.0,297,1,89.2,2
14761.0,59,2,255.9,2
14762.0,264,1,300.52,2
14764.0,47,1,278.3,0
14765.0,29,3,254.11,0
14766.0,8,6,2473.37,3
14768.0,17,2,192.60000000000002,0
14769.0,3,8,10416.98,3
14770.0,232,2,876.42,2
14772.0,112,1,139.26,2
14775.0,58,3,1011.9,1
14776.0,51,11,2538.3,1
14778.0,127,2,730.86,1
14779.0,281,3,386.15,2
14780.0,55,2,447.68,0
14782.0,320,1,200.10000000000002,2
14784.0,26,2,289.99,0
14785.0,10,2,77.4,0
14788.0,7,2,679.4399999999999,0
14789.0,29,1,197.64,0
14790.0,17,4,745.06,0
14792.0,64,1,6.2,2
14793.0,21,1,228.99,0
14794.0,3,7,1319.91,3
14795.0,166,1,131.45000000000002,2
14796.0,1,17,7975.49,3
14798.0,53,3,173.74,0
14799.0,51,1,157.7,2
14800.0,48,12,4331.79,1
14801.0,61,1,189.34,2
14803.0,162,3,845.55,1
14804.0,9,1,353.27,0
14805.0,15,4,546.4,0
14806.0,75,1,193.39000000000001,2
14808.0,40,8,2718.6,1
14810.0,41,11,2085.33,1
14813.0,370,2,152.88,2
14815.0,37,2,778.5,1
14816.0,197,1,271.85,2
14817.0,200,2,1110.34,1
14818.0,74,3,657.8,1
14819.0,64,2,272.07,2
14820.0,21,4,507.29,0
14821.0,367,1,48.800000000000004,2
14823.0,180,3,321.43,2
14824.0,10,4,1127.71,0
14825.0,4,12,2221.01,3
14828.0,197,3,2139.76,1
14829.0,29,4,697.55,0
14830.0,53,1,188.88,2
14834.0,18,6,1720.3,3
14836.0,10,3,102.44999999999999,0
14837.0,90,4,1649.5,1
14840.0,268,1,62.85,2
14841.0,53,6,3295.76,1
14842.0,44,4,2737.598800000034,1
14844.0,64,4,3189.81,1
14847.0,149,1,309.4,2
14849.0,22,25,7930.54,3
14850.0,312,1,325.75,2
14851.0,23,2,511.35,0
14852.0,58,6,2836.69,1
14853.0,24,2,475.8,0
14854.0,78,7,2740.03,1
14855.0,119,2,645.65,2
14856.0,36,3,1290.53,1
14857.0,60,2,1173.12,1
14859.0,13,4,1353.74,3
14860.0,19,1,170.32,0
14861.0,52,1,125.79,2
14862.0,26,2,841.1999999999999,0
14863.0,29,1,266.76,0
14865.0,7,2,52.2,0
14866.0,11,12,14389.9,3
14867.0,186,3,710.28,2
14868.0,3,8,2953.59,3
14869.0,9,2,721.45,0
14870.0,262,1,327.25,2
14871.0,3,4,501.28000000000003,0
14873.0,210,1,519.68,2
14875.0,108,2,1465.3200000000002,1
14878.0,13,9,1476.09,3
14880.0,77,3,690.59,1
14881.0,20,1,255.4,0
14882.0,27,2,589.7,0
14883.0,19,6,761.59,0
14885.0,132,1,765.3199999999999,2
14886.0,253,1,364.8,2
14887.0,79,1,1862.0,1
14888.0,207,1,369.2,2
14889.0,336,1,135.9,2
14890.0,254,1,125.65,2
14891.0,148,2,554.38,2
14893.0,10,2,1237.8500000000001,0
14894.0,85,1,655.75,2
14895.0,8,20,11138.710000000001,3
14896.0,205,2,468.77000000000004,2
14897.0,8,4,1366.38,3
14898.0,23,6,1269.31,1
14901.0,11,9,1421.29,3
14902.0,26,1,332.66,0
14903.0,21,5,2795.33,3
14904.0,2,2,1025.44,3
14905.0,158,2,616.15,2
14907.0,3,7,3501.1,3
14908.0,74,1,277.8,2
14910.0,3,4,434.35,0
14911.0,1,201,140752.64760000005,3
14912.0,17,2,867.85,0
14913.0,36,4,1227.43,1
14915.0,91,2,307.48,2
14916.0,71,4,1268.98,1
14918.0,116,2,1610.15,1
14920.0,213,2,977.77,1
14921.0,30,2,1316.07,1
14923.0,51,1,749.1,1
14924.0,246,1,310.05,2
14929.0,32,1,223.88,0
14930.0,109,3,2362.96,1
14931.0,5,5,1172.5888000000339,3
14932.0,366,1,363.53,2
14934.0,82,2,1890.94,1
14935.0,297,1,1784.71,1
14936.0,34,8,8137.02,3
14937.0,57,3,1621.88,1
14944.0,30,12,5900.25,3
14946.0,14,1,100.9,0
14947.0,72,2,290.82,2
14948.0,23,6,1101.97,1
14950.0,19,1,371.2,0
14951.0,79,1,311.69,2
14952.0,60,11,8099.49,1
14953.0,25,1,285.67,0
14954.0,12,1,294.85,0
14957.0,253,1,58.49,2
14958.0,147,3,483.72999999999996,2
14959.0,64,4,695.42,1
14960.0,8,2,221.27,0
14961.0,11,9,7044.68,3
14962.0,271,1,126.7,2
14963.0,10,5,1472.34,3
14964.0,247,1,206.21,2
14965.0,96,2,596.09,2
14966.0,15,1,183.02,0
14967.0,50,1,463.8,0
14968.0,30,1,147.59,0
14970.0,68,4,1592.06,1
14971.0,35,3,1097.98,1
14972.0,128,1,114.77,2
14973.0,107,3,1227.3588000000339,1
14974.0,37,1,89.94,0
14975.0,57,1,279.94,2
14976.0,57,7,790.86,1
14978.0,72,5,1921.3700000000001,1
14981.0,246,1,102.12,2
14984.0,19,2,202.37,0
14985.0,198,2,292.01,2
14987.0,16,2,326.4,0
14988.0,212,1,334.54,2
14995.0,39,2,231.98000000000002,0
14997.0,46,3,546.1999999999999,1
14998.0,170,2,414.87,2
15000.0,48,1,490.52,0
15002.0,116,4,1641.76,1
15004.0,147,1,1220.77,1
15005.0,16,28,6295.37,3
15006.0,51,1,480.38,0
15007.0,159,1,156.91,2
15009.0,12,3,1259.43,0
15010.0,36,1,308.94,0
15012.0,54,2,405.04,0
15014.0,43,2,257.67,0
15016.0,173,1,170.04,2
15017.0,34,1,125.58,0
15018.0,39,3,496.21000000000004,0
15019.0,267,1,252.81,2
15021.0,9,9,1871.77,3
15022.0,12,4,852.39,0
15023.0,3,11,6720.41,3
15024.0,10,10,1636.43,3
15025.0,33,1,361.96,0
15026.0,80,3,469.0,2
15027.0,31,4,1066.1499999999999,1
15028.0,8,4,627.13,0
15030.0,72,2,518.28,1
15031.0,4,4,653.19,0
15032.0,256,3,4959.1,1
15033.0,5,10,2557.18,3
15034.0,16,8,4274.16,3
15035.0,90,1,252.73000000000002,2
15036.0,72,3,429.56,2
15038.0,59,6,685.74,1
15039.0,10,47,19766.59,3
15041.0,170,1,179.93,2
15042.0,199,1,135.93,2
15043.0,31,1,537.0,0
15044.0,19,17,7634.7300000000005,3
15045.0,152,2,735.66,2
15046.0,9,15,5090.42,3
15047.0,270,1,343.62,2
15048.0,65,4,381.0,2
15049.0,274,1,121.17000000000002,2
15050.0,25,3,1737.69,1
15051.0,23,3,1383.3600000000001,1
15052.0,319,1,207.73000000000002,2
15053.0,5,3,693.95,0
15054.0,12,2,302.1,0
15057.0,275,2,1489.5,1
15058.0,25,11,2102.54,1
15059.0,41,9,1337.72,1
15060.0,8,4,294.25,0
15061.0,4,48,54534.14,3
15062.0,71,4,987.86,1
15063.0,213,1,370.79999999999995,2
15065.0,38,4,3158.13,1
15066.0,53,1,893.59,1
15067.0,78,3,1744.76,1
15068.0,46,2,553.36,0
15069.0,179,1,1109.53,1
15070.0,373,1,106.2,2
15071.0,94,2,982.07,1
15073.0,10,3,1043.41,0
15074.0,105,1,735.67,2
15075.0,78,1,773.03,1
15076.0,173,1,880.85,2
15078.0,7,32,9743.11,3
15079.0,213,4,895.61,1
15081.0,22,5,504.8,0
15083.0,257,1,88.2,2
15087.0,282,1,306.94,2
15088.0,21,2,1160.07,0
15089.0,10,6,2420.84,3
15090.0,308,1,381.32,2
15091.0,68,1,480.71,2
15092.0,215,2,457.81,2
15093.0,18,6,4597.02,3
15095.0,104,4,1370.6,1
15096.0,43,1,219.39000000000001,0
15097.0,4,1,248.08,0
15098.0,182,3,12979.436800002062,1
15099.0,84,1,410.48,2
15100.0,334,3,876.0,2
15101.0,9,2,317.53,0
15103.0,31,2,703.36,0
15104.0,197,2,993.54,1
15105.0,18,7,2298.93,3
15106.0,18,5,1422.52,1
15107.0,311,6,319.5,2
15108.0,142,4,1300.25,1
15109.0,246,1,484.95,2
15110.0,24,4,996.1,1
15111.0,29,3,1567.48,1
15113.0,10,3,3509.43,3
15114.0,30,10,2760.56,1
15115.0,18,1,340.11,0
15116.0,18,4,1352.75,1
15117.0,15,5,1551.78,3
15118.0,134,1,244.8,2
15119.0,246,1,266.4,2
15120.0,134,1,358.82,2
15121.0,50,2,457.72,0
15122.0,114,3,1633.78,1
15123.0,7,2,2199.31,3
15124.0,23,2,184.19,0
15125.0,25,15,11528.48,3
15127.0,66,1,406.53,2
15128.0,60,4,1471.0,1
15129.0,50,11,3447.4,1
15130.0,170,1,330.11,2
15132.0,18,5,977.9300000000001,0
15133.0,128,3,982.42,1
15134.0,15,8,1387.99,3
15135.0,239,1,139.05,2
15136.0,3,4,1286.7,3
15139.0,240,2,178.96,2
15140.0,52,7,2354.25,1
15142.0,46,1,498.74,0
15143.0,226,1,259.45,2
15144.0,8,17,6580.44,3
15145.0,4,4,1194.73,3
15146.0,165,2,1327.16,1
15147.0,240,1,623.5,2
15148.0,11,1,301.29,0
15149.0,134,1,520.8000000000001,2
15150.0,17,10,5291.33,3
15152.0,10,13,4745.69,3
15153.0,31,1,329.25,0
15154.0,75,1,254.28,2
15156.0,1,3,961.49,3
15157.0,4,3,1936.07,3
15158.0,45,1,401.40000000000003,0
15159.0,2,30,18641.010000000002,3
15160.0,357,1,158.16,2
15163.0,18,2,304.47,0
15164.0,69,3,824.58,1
15165.0,373,1,487.75,2
15167.0,321,1,158.8,2
15168.0,26,1,106.56,0
15171.0,331,1,1289.5,2
15172.0,9,5,1624.05,3
15174.0,323,1,135.75,2
15175.0,72,1,224.14,2
15178.0,260,1,40.5,2
15179.0,18,5,2206.95,3
15180.0,367,1,87.5,2
15181.0,66,3,689.4799999999999,1
15182.0,154,2,622.85,2
15184.0,29,2,402.2,0
15185.0,70,1,310.62,2
15186.0,14,2,411.41,0
15187.0,2,16,4777.18,3
15189.0,1,41,16225.39,3
15192.0,120,3,1044.32,1
15193.0,61,1,499.32,2
15194.0,3,15,7616.53,3
15195.0,3,1,3861.0,3
15197.0,11,3,1079.6100000000001,0
15198.0,92,2,193.64,2
15199.0,59,4,1268.7,1
15201.0,87,5,1236.54,1
15203.0,26,6,1827.8,1
15204.0,357,1,316.58,2
15205.0,85,2,653.24,1
15206.0,10,4,420.29999999999995,0
15208.0,1,5,870.12,3
15210.0,225,1,331.18,2
15211.0,60,2,894.4100000000001,1
15212.0,241,1,101.8,2
15213.0,319,2,328.35,2
15214.0,2,8,1661.44,3
15215.0,47,3,734.94,1
15216.0,88,1,96.6,2
15218.0,11,11,5756.89,3
15219.0,176,1,305.75,2
15220.0,52,6,1778.96,1
15221.0,366,1,403.25,2
15222.0,319,1,585.0,2
15223.0,226,2,755.75,2
15224.0,358,2,322.08,2
15225.0,234,1,409.40000000000003,2
15226.0,311,1,154.41,2
15227.0,37,5,1219.4,1
15228.0,66,4,3386.71,1
15230.0,239,2,429.6,2
15232.0,113,2,612.06,2
15234.0,277,1,197.0,2
15235.0,218,12,2247.51,1
15236.0,299,1,321.05,2
15237.0,2,4,1412.32,3
15238.0,29,3,1071.99,1
15239.0,10,2,780.59,0
15240.0,45,5,1706.57,1
15241.0,67,8,1756.44,1
15243.0,74,1,316.68,2
15244.0,65,2,631.57,1
15245.0,134,3,2515.84,1
15246.0,238,2,514.15,2
15247.0,122,1,356.0,2
15249.0,32,13,6688.46,3
15251.0,9,11,10484.99,3
15252.0,36,2,740.78,0
15253.0,16,5,918.1999999999999,0
15254.0,127,1,300.36,2
15255.0,67,1,890.85,1
15256.0,149,1,98.45,2
15257.0,283,1,317.15,2
15258.0,169,2,623.16,2
15260.0,100,7,1810.77,1
15261.0,135,1,254.82,2
15262.0,324,1,178.95000000000002,2
15263.0,107,1,156.51,2
15264.0,64,1,393.74,2
15265.0,151,2,1506.1200000000001,1
15266.0,338,1,119.3,2
15267.0,22,5,1717.36,1
15269.0,24,1,408.8,0
15270.0,16,7,2379.49,3
15271.0,7,15,2493.34,3
15272.0,57,2,721.94,1
15274.0,4,2,716.57,0
15275.0,38,1,615.14,0
15276.0,66,1,128.63,2
15277.0,47,1,255.89999999999998,0
15279.0,355,1,290.51,2
15280.0,172,1,113.12,2
15281.0,59,9,2332.15,1
15286.0,50,1,240.55,0
15287.0,22,2,486.69,0
15288.0,43,5,2306.52,1
15289.0,29,3,939.78,1
15290.0,5,18,7943.22,3
15291.0,26,15,4668.3,3
15292.0,201,1,178.39,2
15296.0,51,6,3672.86,1
15297.0,10,3,641.94,0
15298.0,2,12,4799.9,3
15299.0,67,7,4114.918800000034,1
15300.0,64,1,496.44,2
15301.0,51,12,5049.95,1
15303.0,290,1,574.02,2
15304.0,61,8,694.4000000000001,1
15306.0,64,3,1174.35,1
15307.0,96,1,205.3,2
15308.0,274,1,310.47,2
15311.0,1,91,60632.75,3
15312.0,75,4,924.85,1
15313.0,110,1,52.0,2
15314.0,199,1,327.97,2
15315.0,64,2,570.5,1
15316.0,327,1,165.0,2
15318.0,4,1,312.62,0
15319.0,284,1,204.5,2
15320.0,44,1,267.13,0
15321.0,71,3,2748.31,1
15322.0,86,1,679.68,1
15325.0,104,1,161.74,2
15326.0,334,1,311.71,2
15327.0,53,1,208.75,2
15329.0,39,3,1049.7,1
15330.0,32,2,714.96,0
15332.0,366,4,1661.06,1
15333.0,208,1,1028.56,2
15334.0,157,3,350.82,2
15335.0,54,1,170.22,2
15339.0,66,2,574.07,1
15341.0,81,1,2020.52,1
15342.0,130,1,406.09,2
15343.0,87,1,364.5,2
15344.0,1,3,563.94,0
15345.0,46,1,393.54,0
15346.0,333,1,252.42000000000002,2
15347.0,366,1,201.60000000000002,2
15348.0,72,1,158.04,2
15349.0,158,2,463.90999999999997,2
15350.0,373,1,115.65,2
15351.0,12,7,1934.66,3
15353.0,255,2,770.12,2
15355.0,29,2,277.05,0
15356.0,31,10,2718.03,1
15358.0,5,22,8347.2,3
15360.0,40,1,427.93,0
15361.0,362,1,418.92,2
15363.0,373,1,326.0,2
15364.0,96,2,913.19,1
15365.0,26,7,2314.32,1
15366.0,75,2,602.51,1
15367.0,57,4,1877.59,1
15368.0,21,1,446.94000000000005,0
15370.0,41,7,2386.05,1
15372.0,137,1,2007.3999999999999,1
15373.0,8,12,2415.91,3
15374.0,129,1,168.0,2
15376.0,40,3,1221.56,1
15379.0,169,7,3703.29,1
15380.0,9,5,1690.2600000000002,3
15381.0,214,2,596.85,2
15382.0,15,6,5955.71,3
15384.0,170,2,642.41,2
15385.0,40,1,316.88,0
15386.0,186,1,394.14,2
15388.0,270,1,140.54,2
15389.0,172,1,500.0,2
15392.0,5,4,1535.53,3
15393.0,16,2,231.86,0
15394.0,10,4,2183.54,3
15395.0,326,1,107.45,2
15396.0,113,1,288.18,2
15397.0,290,1,94.0,2
15398.0,16,2,1345.53,0
15399.0,1,3,815.77,3
15400.0,92,5,716.2,1
15402.0,149,2,626.77,2
15405.0,189,1,349.1,2
15406.0,31,2,510.71000000000004,0
15407.0,34,4,1046.74,1
15408.0,264,1,267.18,2
15410.0,84,8,3450.84,1
15411.0,26,4,1348.93,1
15412.0,171,1,190.53,2
15414.0,10,3,774.9000000000001,0
15415.0,313,1,559.61,2
15416.0,65,4,3984.32,1
15417.0,85,1,508.8,2
15419.0,25,1,135.86,0
15421.0,59,4,950.36,1
15422.0,323,2,97.7,2
15423.0,38,1,43.5,0
15424.0,254,2,383.34,2
15426.0,19,5,1404.07,1
15427.0,33,3,1430.54,1
15428.0,15,1,93.78,0
15429.0,27,2,397.35,0
15432.0,23,1,171.19,0
15433.0,214,2,533.3,2
15434.0,8,5,1041.48,3
15435.0,22,1,149.29,0
15436.0,12,3,1067.75,0
15437.0,262,1,200.16,2
15438.0,131,1,156.57999999999998,2
15440.0,55,3,383.68,0
15442.0,249,1,594.0,2
15443.0,2,7,3213.59,3
15444.0,9,2,1411.21,0
15445.0,264,1,113.5,2
15447.0,331,1,155.17,2
15448.0,313,1,494.64,2
15449.0,26,3,974.52,1
15450.0,30,1,429.84,0
15452.0,30,3,528.48,0
15453.0,2,7,1371.77,3
15454.0,362,1,179.1,2
15456.0,283,3,434.59000000000003,2
15457.0,262,1,237.07,2
15458.0,25,1,161.64,0
15460.0,354,1,214.26,2
15462.0,94,3,234.6,2
15463.0,29,1,126.14,0
15464.0,338,1,1044.65,2
15465.0,20,18,7354.62,3
15466.0,85,1,334.53,2
15467.0,9,3,524.88,0
15468.0,51,2,467.51,0
15469.0,50,2,538.55,0
15471.0,2,1,454.48,0
15472.0,113,1,371.56,2
15473.0,14,7,1771.2,3
15475.0,77,1,454.10999999999996,2
15478.0,40,2,1399.92,1
15480.0,116,1,905.5,1
15482.0,16,12,10879.76,3
15483.0,161,4,225.26,2
15484.0,1,4,3590.41,3
15485.0,30,3,2564.5,1
15488.0,93,1,91.32000000000001,2
15489.0,23,3,1134.28,1
15491.0,95,6,3100.09,1
15492.0,28,2,659.4599999999999,0
15493.0,33,5,1953.41,1
15494.0,21,2,1280.58,1
15497.0,18,2,1262.2,0
15498.0,3,27,13316.4,3
15500.0,8,4,1131.56,3
15502.0,16,12,7436.888800000033,3
15503.0,363,1,141.04,2
15504.0,81,1,52.83,2
15505.0,53,5,3610.96,1
15506.0,23,3,972.08,0
15507.0,172,1,475.86,2
15508.0,189,6,1000.27,1
15510.0,331,1,250.0,2
15511.0,12,5,900.53,0
15512.0,156,2,121.0,2
15513.0,33,19,14758.220000000001,3
15514.0,12,11,4023.7200000000003,3
15516.0,45,3,62.43,2
15517.0,233,1,267.03,2
15518.0,64,8,1921.55,1
15520.0,2,1,343.5,0
15521.0,40,8,3000.2,1
15522.0,33,2,397.99,0
15523.0,84,1,412.01000000000005,2
15524.0,25,1,440.0,0
15525.0,2,3,734.37,0
15526.0,33,2,148.44,0
15527.0,19,8,2428.53,3
15528.0,254,1,229.33,2
15529.0,23,11,3962.6,3
15530.0,22,4,1497.31,1
15531.0,8,2,1972.39,3
15532.0,25,4,1564.73,1
15533.0,19,3,807.57,0
15535.0,173,4,502.9,2
15537.0,163,1,110.92,2
15539.0,7,1,538.46,0
15540.0,11,1,213.3,0
15541.0,114,1,85.13000000000001,2
15543.0,288,1,127.86,2
15544.0,9,9,3546.71,3
15545.0,54,2,288.96999999999997,0
15547.0,7,14,4910.6,3
15549.0,77,3,1681.46,1
15550.0,4,4,575.63,0
15551.0,37,1,436.06,0
15552.0,217,1,90.12,2
15553.0,60,1,428.93,2
15554.0,278,1,217.2,2
15555.0,12,16,4794.86,3
15556.0,24,1,279.77,0
15557.0,29,1,468.91,0
15561.0,12,4,800.59,0
15562.0,352,1,134.55,2
15563.0,22,4,1400.44,1
15565.0,50,2,173.16,0
15567.0,19,1,186.01,0
15568.0,3,3,758.29,0
15569.0,104,5,1375.71,1
15570.0,7,12,4148.82,3
15571.0,12,4,650.4300000000001,0
15572.0,5,7,2533.42,3
15573.0,32,2,591.1899999999999,0
15574.0,178,4,675.64,2
15576.0,38,1,921.37,1
15577.0,151,3,258.88,2
15578.0,162,1,127.1,2
15579.0,69,2,327.6,2
15581.0,121,13,1341.1564000001015,1
15582.0,25,3,682.9100000000001,0
15584.0,24,4,720.86,0
15585.0,177,1,455.3,2
15587.0,50,4,913.6800000000001,1
15589.0,256,3,478.53000000000003,2
15592.0,47,1,388.58,0
15593.0,71,1,199.8,2
15594.0,16,5,1771.78,3
15596.0,101,5,1406.59,1
15597.0,35,1,324.57,0
15598.0,53,1,240.68,2
15599.0,27,2,761.74,0
15601.0,11,14,6776.56,3
15602.0,8,9,1297.8700000000001,3
15603.0,79,1,48.480000000000004,2
15604.0,52,1,216.39,2
15605.0,36,5,1198.23,1
15606.0,61,9,2920.16,1
15607.0,337,1,104.76,2
15608.0,28,4,1093.68,1
15609.0,184,1,298.48,2
15610.0,52,1,112.46000000000001,2
15611.0,10,13,1591.45,3
15612.0,36,2,195.15,0
15615.0,10,23,10399.74,3
15618.0,33,4,776.851,1
15619.0,11,1,336.40000000000003,0
15620.0,57,3,1553.18,1
15621.0,4,4,1293.03,3
15622.0,43,9,3709.56,1
15623.0,141,1,301.03,2
15624.0,117,4,588.13,1
15625.0,104,4,1534.26,1
15626.0,75,2,675.8,1
15628.0,5,9,2870.2400000000002,3
15630.0,45,2,1186.35,1
15632.0,16,8,3285.31,3
15634.0,17,1,243.55,0
15636.0,90,2,724.76,1
15637.0,53,1,223.36,2
15639.0,134,1,425.32,2
15640.0,4,15,12416.11,3
15641.0,105,4,1887.2,1
15643.0,192,3,664.0,2
15644.0,166,4,803.54,1
15645.0,19,1,612.01,0
15646.0,158,3,447.64000000000004,2
15648.0,204,2,639.5,2
15649.0,336,2,816.0,2
15651.0,37,3,646.3,0
15652.0,91,1,337.74,2
15653.0,93,2,877.4399999999999,1
15654.0,9,2,922.53,0
15655.0,243,1,560.67,2
15656.0,45,4,748.5,1
15657.0,23,1,30.0,0
15658.0,190,5,1024.1000000000001,1
15659.0,44,1,306.45,0
15660.0,25,9,1600.86,1
15661.0,317,2,309.8,2
15663.0,106,1,138.14,2
15664.0,51,1,386.43,0
15665.0,168,2,2222.21,1
15667.0,40,1,301.32,0
15668.0,218,1,76.32000000000001,2
15669.0,40,4,684.34,1
15670.0,297,1,173.05,2
15671.0,19,7,2657.13,3
15673.0,88,4,2726.23,1
15674.0,73,5,2319.7988000000337,1
15675.0,81,3,323.69,2
15676.0,19,3,3435.76,3
15677.0,49,1,657.23,0
15678.0,53,1,352.7,0
15679.0,24,4,781.28,0
15680.0,9,3,1333.68,3
15681.0,25,5,1426.16,1
15683.0,117,1,193.75,2
15687.0,9,9,2993.1,3
15689.0,120,2,254.1,2
15690.0,4,2,239.76,0
15691.0,252,1,136.8,2
15692.0,28,1,191.04,0
15694.0,1,14,6479.4,3
15695.0,267,2,409.98,2
15696.0,33,8,2711.11,1
15699.0,18,1,309.65,0
15700.0,172,2,696.68,2
15701.0,2,4,1529.0,3
15703.0,265,1,211.5,2
15704.0,140,4,2293.62,1
15705.0,201,1,143.1,2
15706.0,64,4,1060.56,1
15707.0,35,4,916.98,1
15708.0,41,7,3235.25,1
15709.0,284,1,133.25,2
15712.0,9,5,1072.3600000000001,3
15713.0,143,2,356.7,2
15714.0,12,2,330.03000000000003,0
15716.0,146,4,1101.1100000000001,1
15717.0,234,1,150.3,2
15719.0,33,13,5030.07,3
15720.0,24,1,598.73,0
15721.0,12,1,471.40000000000003,0
15722.0,36,5,2211.21,1
15723.0,365,1,190.7,2
15724.0,201,2,218.25,2
15725.0,15,1,415.25,0
15727.0,17,7,5159.06,3
15729.0,213,1,85.0,2
15730.0,66,3,1120.88,1
15732.0,212,2,294.12,2
15733.0,283,1,162.3,2
15734.0,115,2,1339.45,1
15737.0,15,8,1188.1200000000001,3
15738.0,19,16,4812.42,3
15739.0,66,1,449.12,2
15740.0,49,1,154.88,2
15743.0,16,4,775.96,0
15744.0,78,1,34.8,2
15745.0,19,4,1094.59,1
15746.0,134,1,196.88,2
15747.0,13,3,946.64,0
15748.0,40,1,144.36,0
15749.0,235,3,44534.3,1
15750.0,3,8,2463.05,3
15752.0,40,7,2626.6,1
15753.0,305,1,79.2,2
15754.0,51,3,458.57,0
15755.0,10,6,2364.25,3
15756.0,61,4,528.01,1
15757.0,66,2,714.42,1
15758.0,25,1,205.25,0
15759.0,218,3,253.04,2
15762.0,65,2,583.75,1
15763.0,32,2,1086.92,1
15764.0,88,6,3279.97,1
15766.0,64,1,315.06,2
15768.0,116,3,621.8299999999999,1
15769.0,7,26,56252.72,3
15773.0,6,1,635.6800000000001,0
15774.0,69,1,270.8,2
15775.0,245,1,104.9,2
15776.0,133,1,241.62,2
15777.0,241,4,1047.11,1
15780.0,184,3,475.28000000000003,2
15781.0,25,3,345.46,0
15782.0,10,3,2614.7400000000002,3
15783.0,11,1,246.3,0
15785.0,33,5,2328.9700000000003,1
15786.0,46,3,4919.0,1
15787.0,26,3,933.26,1
15789.0,358,1,351.3,2
15790.0,10,1,218.75,0
15791.0,44,2,1612.69,1
15793.0,15,3,965.61,0
15795.0,150,1,610.01,2
15796.0,1,8,2708.61,3
15797.0,113,4,2207.4,1
15799.0,76,3,884.14,1
15800.0,107,2,696.89,1
15801.0,46,3,1063.95,1
15802.0,143,1,207.9088000000338,2
15803.0,51,1,415.82000000000005,0
15804.0,1,13,4206.39,3
15805.0,23,17,5488.18,3
15806.0,46,3,784.58,1
15807.0,50,3,903.9,1
15808.0,306,4,3651.27,1
15809.0,36,5,515.77,0
15810.0,79,4,1391.98,1
15811.0,22,6,2218.62,1
15812.0,107,5,1801.14,1
15813.0,208,2,1303.9099999999999,1
15814.0,17,4,1945.33,1
15815.0,64,5,2100.6,1
15819.0,49,4,1905.45,1
15820.0,320,1,206.98,2
15821.0,44,2,570.96,0
15822.0,3,2,885.47,0
15823.0,372,1,15.0,2
15825.0,172,1,532.94,2
15826.0,56,3,1654.31,1
15827.0,73,14,1836.0900000000001,1
15829.0,99,2,636.14,1
15830.0,38,1,576.0,0
15831.0,58,3,794.64,1
15832.0,254,1,836.79,2
15834.0,70,4,2225.15,1
15835.0,44,4,954.09,1
15836.0,50,1,137.37,2
15837.0,65,1,391.98,2
15838.0,11,19,33643.08,3
15839.0,33,3,1048.49,1
15840.0,59,2,355.56,2
15841.0,73,4,1224.06,1
15843.0,304,1,118.95000000000002,2
15844.0,46,1,130.73999999999998,0
15845.0,18,8,3711.77,3
15847.0,38,2,389.27,0
15850.0,19,2,234.88,0
15852.0,187,2,160.71,2
15853.0,52,1,110.8,2
15854.0,4,12,2969.12,3
15855.0,137,5,712.24,1
15856.0,4,27,16143.64,3
15857.0,19,1,297.0,0
15858.0,16,5,1427.57,1
15860.0,41,8,965.16,1
15861.0,12,8,3146.92,3
15862.0,8,4,832.88,0
15863.0,26,2,68.84,0
15864.0,22,6,1936.3200000000002,1
15865.0,41,3,895.13,1
15866.0,101,1,211.89,2
15867.0,5,15,3810.14,3
15869.0,277,2,149.64,2
15870.0,33,1,351.44,0
15872.0,15,2,316.25,0
15874.0,64,7,4405.88,1
15877.0,2,2,490.33,0
15880.0,369,1,329.03000000000003,2
15881.0,312,5,501.39000000000004,2
15882.0,199,4,516.36,2
15883.0,2,2,396.48,0
15885.0,93,3,379.35,2
15886.0,60,1,181.09,2
15888.0,81,1,168.31,2
15889.0,157,2,420.07,2
15891.0,227,1,511.68,2
15894.0,253,2,258.25,2
15895.0,150,1,179.17,2
15897.0,194,2,208.59,2
15898.0,1,5,1383.83,3
15899.0,369,1,56.25,2
15900.0,24,1,337.28,0
15901.0,17,3,351.73,0
15903.0,10,7,5126.76,3
15904.0,8,1,164.68,0
15906.0,20,7,1567.69,1
15907.0,4,3,882.72,0
15909.0,174,1,191.94,2
15910.0,1,8,1228.88,3
15912.0,178,2,264.62,2
15916.0,16,8,1502.8600000000001,3
15917.0,248,1,123.1,2
15918.0,191,2,334.23,2
15919.0,20,2,525.69,0
15920.0,154,4,167.5,2
15921.0,173,1,323.03000000000003,2
15922.0,373,1,369.5,2
15923.0,373,1,127.08,2
15925.0,194,1,207.15,2
15930.0,67,1,426.63,2
15932.0,4,8,2495.87,3
15933.0,21,3,1107.46,1
15935.0,239,2,315.9488000000338,2
